"Number","Name","Short Name","Level","Desc 1","Desc 2","Cast MSG A","Cast MSG B","MSG Style","Energy","Mana","Min","Max","Spell Type","Type of Resists","Difficulty","Target","Duration","Attack Type","Resist Ability","Magery A","Magery B","Level Cap","LVLS Max Increase","Max Increase","LVLS Min Increase","Min Increase","LVLS Dur Increase","Dur Increase","UNDEFINED01","UNDEFINED02","Ability 0","Ability Value 0","Ability 1","Ability Value 1","Ability 2","Ability Value 2","Ability 3","Ability Value 3","Ability 4","Ability Value 4","Ability 5","Ability Value 5","Ability 6","Ability Value 6","Ability 7","Ability Value 7","Ability 8","Ability Value 8","Ability 9","Ability Value 9"
371,"summon huorn","huorn",0,"(for ancient willow)",,0,957,0,0,0,279,279,3,0,100,8,0,4,0,0,0,0,0,0,0,0,0,0,0,0,12,279,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
372,"sleep","sleep",0,"(spell for ancient willow)",,0,959,1,0,0,100,100,3,2,0,8,10,4,0,0,0,0,0,0,0,0,0,0,0,0,71,100,115,958,101,960,0,0,0,0,0,0,0,0,0,0,0,0,0,0
373,"mushroom poison","mush",0,,,0,66,0,0,0,30,60,3,0,100,1,100,4,0,0,0,0,0,0,0,0,0,0,0,0,19,0,115,982,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
374,"mass entangle","msen",25,"Summons vines from the ground around the legs of","your oppoenents, entangling them!",1,3082,1,0,30,100,100,3,2,-55,12,4,4,0,3,3,0,0,0,0,0,0,0,0,0,74,0,115,8530,52,0,120,570,0,0,0,0,0,0,0,0,0,0,0,0
375,"cone of frost","cone",0,"(breath attack for white dragon serpent)",,1,1013,0,0,0,0,10,0,0,100,8,0,0,0,0,0,0,1,7,1,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
376,"spray of acid","spray",0,"(breath for black dragon)",,1,1013,0,0,0,0,0,0,0,100,8,0,5,0,0,0,0,1,7,1,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
377,"cloud of poison","cloud",0,"(breath attack for green dragon serpent)",,1,1013,0,0,0,10,20,0,0,100,8,0,4,0,0,0,0,1,6,1,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
378,"bolt of lightning","bolt",50,"(breath for blue dragon)",,1,1013,0,0,0,0,0,0,0,100,8,0,3,0,0,0,0,1,8,1,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
379,"blast of flame","blast",0,"(breath for red dragon serpent)",,1,1013,0,0,0,0,0,0,0,100,8,0,1,0,0,0,0,1,7,1,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
380,"creature illusion","ill",0,"(spell for lamia)",,0,1019,1,0,0,15,15,3,2,0,8,20,4,0,0,0,0,0,0,0,0,0,0,0,0,71,0,120,1016,101,1017,115,1018,22,-12,0,0,0,0,0,0,0,0,0,0
381,"gibbers","gibb",0,"(confuse attack for gibbering horrors)",,0,1026,0,0,0,25,25,3,0,100,8,10,4,0,0,0,0,0,0,0,0,0,0,0,0,71,0,101,8489,115,8538,0,0,0,0,0,0,0,0,0,0,0,0,0,0
382,"medium divides","div",0,"(division death spell for gibbering horrors)",,0,66,0,0,0,305,305,3,0,100,6,0,4,0,0,0,0,0,0,0,0,0,0,0,0,12,305,12,305,144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
383,"large divides","div",0,"(division death spell for large gibbering horror)",,0,66,0,0,0,306,306,3,0,100,6,0,4,0,0,0,0,0,0,0,0,0,0,0,0,12,306,12,306,144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
384,"divine intervention","dive",0,"(priest part for emerald crozier spell)",,0,1031,1,0,0,8,8,3,0,100,1,160,4,0,2,3,0,0,0,0,0,0,0,0,0,10,0,18,1,120,1030,115,1014,0,0,0,0,0,0,0,0,0,0,0,0
385,"chain lightning","chai",0,"(spell for dragonclaw staff)",,1,1033,1,1000,0,10,50,0,0,100,12,0,3,0,1,3,30,1,5,1,2,0,0,0,0,17,0,120,1015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
387,"a cloud of poison gas","gas",100,,,1,3260,0,0,0,10,0,0,0,100,12,0,4,0,0,0,0,1,6,1,3,0,0,0,0,1,0,0,1034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
388,"envelops","env",0,"(life-drain attack for crimson mist)",,1,1038,0,0,0,24,65,0,0,100,8,0,4,0,0,0,0,1,1,5,1,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
389,"drains","drai",0,"(area life-drain for crimson mist)",,1,1039,0,0,0,12,30,0,0,100,12,0,4,0,0,0,0,5,1,10,1,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
390,"powerless","power",0,"(accuracy drainfor shadowraiths)",,0,1041,1,0,0,-25,-25,3,0,100,8,60,4,0,0,0,0,0,0,0,0,0,0,0,0,22,0,115,1040,70,-10,0,0,0,0,0,0,0,0,0,0,0,0,0,0
391,"necromantic beam","beam",0,"(spell for Goru-Nezar)",,0,1047,1,0,0,15,40,0,0,0,8,0,4,0,0,0,0,1,1,2,1,0,0,0,0,8,0,120,1046,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
392,"petrification","petr",0,"(turn to stone attack for basilisk)",,0,1051,1,0,0,100,100,3,2,0,8,20,4,0,0,0,0,0,0,0,0,0,0,0,0,71,0,101,1048,115,1049,144,1,120,1050,65,100,28,10,7,500,2,100,1,5
393,"stone to flesh","ston",18,"This powerful spell reverses the effects of","petrification.",1,1053,1,0,30,100,100,3,1,-25,0,0,4,0,2,3,0,0,0,0,0,0,0,0,0,122,392,122,141,122,289,120,1052,122,769,0,0,0,0,0,0,0,0,0,0
394,"cone of fire","cone",0,"(breath attack for chimera)",,0,1058,0,0,0,22,70,0,0,100,8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
395,"hold person","hold",0,"(gaze for Beholder)",,0,66,1,0,0,1,1,3,2,0,8,4,4,0,0,0,0,0,0,0,0,1,1,0,0,74,0,115,8544,120,2746,0,0,0,0,0,0,0,0,0,0,0,0,0,0
396,"slow","slow",0,"(gaze for Beholder)",,0,66,1,0,0,125,125,3,2,0,8,20,4,0,0,0,0,0,0,0,0,1,1,0,0,87,0,115,8536,122,57,122,272,122,283,122,106,68,200,122,168,122,183,120,2746
397,"fear","fear",0,"(gaze for Beholder)",,0,66,1,0,0,100,100,3,2,0,8,10,4,0,0,0,0,0,0,0,0,1,1,0,0,60,0,115,8543,120,2746,0,0,0,0,0,0,0,0,0,0,0,0,0,0
398,"death ray","death",0,"(gaze for Beholder)",,0,1066,1,0,0,13,40,0,0,100,8,0,4,0,0,0,0,0,0,0,0,0,0,0,0,17,0,120,1065,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
399,"rainbow beam","beam",0,"(breath for prismatic dragon)",,0,1068,0,0,0,36,120,0,0,100,8,0,4,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
400,"frost hits","frost",0,"(hits for icehammer)",,0,1069,1,0,0,2,8,0,0,100,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
401,"jet of frost","jet",0,"(breath for frost hydra head)",,0,1068,0,0,0,15,45,0,0,100,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
402,"bleeding","blee",0,"spell for blood lance",,0,1103,1,0,0,2,4,0,0,100,8,10,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,115,1102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
403,"blast of flame","flame",0,"(breath for unholy idol)",,0,1068,0,0,0,30,75,0,0,100,8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
404,"sacrifice","sacr",18,"With this spell you give some of your life force","to a friend so they may live.",1,1107,0,0,8,-60,-20,3,1,-25,0,0,4,0,2,3,0,0,0,0,0,0,0,0,0,8,0,120,1106,108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
405,"chaos shield","chao",21,"This spell conjures the random powers of chaos for","protection.",0,1110,1,0,16,-50,50,3,1,-35,2,60,4,0,1,3,0,0,0,0,0,0,0,0,0,72,10,120,1108,115,1109,2,5,7,0,0,0,0,0,0,0,0,0,0,0
406,"mana flux","flux",16,"This spell creates a field of regenerative mana","around the target.",1,1113,1,0,20,-100,150,3,1,-25,1,80,4,0,1,3,50,1,0,0,0,0,0,0,0,145,0,120,1111,115,1112,122,748,0,0,0,0,0,0,0,0,0,0,0,0
407,"eye of the beholder","eye",0,,,1,1143,0,0,0,100,100,3,1,100,1,25,4,0,0,0,0,0,0,0,0,0,0,0,0,13,9999,77,100,115,117,0,71,0,900,0,72,0,-25,0,-25,0,0,0,0
408,"sunsword","suns",0,"(hits for sunsword)",,0,1145,1,0,0,6,30,0,0,100,8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
409,"constriction","cons",0,"(serpent constriction for serpent staff hits)",,0,1146,1,0,0,1,1,0,2,150,8,20,4,0,0,0,0,0,0,0,0,0,0,0,0,74,0,1,2,2,-5,115,1147,0,0,0,0,0,0,0,0,0,0,0,0
410,"envelops","env",0,,,1,66,1,0,0,0,0,0,0,200,8,0,1,0,0,0,0,10,1,10,1,5,1,0,0,1,0,115,8596,144,0,0,1149,0,0,0,0,0,0,0,0,0,0,0,0
411,"lightning hits","light",0,"(for stormhammer)",,0,1150,1,0,0,5,20,0,0,100,8,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
412,"mana rgen drain","mana",0,,,1,66,0,0,0,-100,-25,3,0,0,6,10,4,0,0,0,0,0,0,0,0,0,0,0,0,145,0,144,0,115,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0
413,"firestorm","fire",0,"(spell for dragonblades)",,0,1151,1,1000,0,100,250,0,0,100,12,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,120,1152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
414,"burning","burn",0,"(2nd part for dragonblades)",,0,66,1,0,0,4,4,0,0,100,12,20,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,115,1153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
415,"elemental fusion","ele",0,"(hits for elemental staff)",,0,66,1,0,0,3,10,3,0,100,8,0,4,0,0,0,0,0,0,0,0,0,0,0,0,148,872,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
416,"elemental earthquake","ele",0,"(first of 4 for elemental staff USE)",,1,1156,1,0,0,1,4,0,0,200,8,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,151,417,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
417,"elemental lightning","ele",0,"(2nd spell for elemental staff)",,0,1157,1,0,0,1,4,0,0,200,8,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,151,418,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
418,"elemental fire","ele",0,"(3rd spell for elemental staff)",,0,1158,1,0,0,1,4,0,0,200,8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,151,419,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
419,"elemental ice","ele",0,"(4th spell for elemental staff)",,0,1159,1,0,0,1,4,0,0,200,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
420,"blazing comet","blaz",0,"(hits attack for starhammer)",,0,1163,1,0,0,20,80,0,0,100,8,0,4,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
421,"cosmos spell","cosm",0,"(spell for staff of the cosmos)",,1,1161,1,0,25,20,20,3,0,100,1,10,4,0,0,0,0,0,0,0,0,0,0,0,0,46,20,48,20,44,20,45,20,18,1,120,1160,115,1162,0,0,0,0,0,0
422,"barkskin","bark",0,"(for nuts)",,1,981,0,0,0,10,10,3,1,100,1,10,4,0,0,0,20,0,0,0,0,1,1,0,0,7,0,115,8528,2,5,122,34,122,289,122,1194,122,1062,0,0,0,0,0,0
423,"feeblemind","feeb",14,"(spell for mind flayer)",,0,201,0,0,0,-15,-15,3,0,100,8,40,4,0,0,0,0,0,0,0,0,0,0,0,0,70,0,77,-20,58,-3,115,1170,0,-5,0,0,0,0,0,0,0,0,0,0
424,"weakness","weak",14,"(spell for mind flayer)",,0,201,0,0,0,-5,-5,3,0,100,8,40,4,0,0,0,0,0,0,0,0,0,0,0,0,4,0,96,-25,22,-10,115,1172,0,0,0,0,0,0,0,0,0,0,0,0
425,"blasts","blast",0,"(attack for mind flayer) mind blast",,1,1173,0,0,0,5,5,3,0,100,8,2,4,0,0,0,0,0,0,0,0,10,1,0,0,1,0,71,100,101,56,115,57,144,0,0,0,0,0,0,0,0,0,0,0
426,"cone of flame","cone",0,"(attack spell for ogre-mages)",,0,3242,0,250,0,5,10,0,0,0,8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
427,"venom explosion","venom",0,"(death for hordeling)",,0,1184,0,0,0,20,40,0,0,100,12,0,4,0,0,0,0,0,0,0,0,0,0,0,0,17,0,144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
428,"chakram","chakr",0,"spell for nexus chakram",,1,1190,0,1000,0,0,0,0,0,100,8,0,4,0,0,0,50,1,2,1,1,0,0,0,0,17,0,120,1189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
429,"energy arc","arc",0,"(attack for planar storm)",,1,1195,0,0,0,10,0,3,0,100,8,0,4,0,0,0,0,1,10,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
430,"terror","terr",0,"normal terror",,1,1197,0,0,0,35,90,3,2,100,12,10,4,0,0,0,0,0,0,0,0,0,0,0,0,60,0,115,8543,0,801,0,816,0,0,0,0,0,0,0,0,0,0,0,0
431,"energy hits","energ",0,"(for nexus spear)",,0,1206,1,0,0,10,40,3,0,100,8,0,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
432,"energy drain","energ",0,"(drains targets of HP)",,1,1212,1,0,0,1,10,3,0,100,8,0,4,0,0,0,0,1,10,1,4,0,0,0,0,8,0,144,0,120,1211,0,0,0,0,0,0,0,0,0,0,0,0,0,0
433,"energy vortex","energ",0,"(spell for Lord of the Hunt)",,1,1214,1,0,0,0,0,3,0,100,12,0,4,0,0,0,0,1,10,1,3,0,0,0,0,17,0,120,1213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
434,"obsidian talisman teleport","obs",0,,,0,66,1,0,0,2417,2430,3,0,200,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,140,0,141,1,151,580,0,1215,0,2,0,-50,0,1216,0,1218,0,-300,0,-300
435,"banish","bani",40,"This spell banishes your foes to the four corners","of the earth.",0,1219,1,0,100,2417,2429,3,2,-85,12,20,4,0,1,3,0,0,0,0,0,0,0,0,0,140,0,141,1,71,100,101,1215,1,2,2,-30,120,1216,115,1218,145,-100,52,0
436,"fall","fall",0,"(fall damage from a failed jump)",,0,1230,1,0,0,10,40,3,0,0,2,0,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
437,"crash through roof","roof",0,"(crashing through roof of black house)",,0,1238,1,0,0,10,40,3,0,0,2,0,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
438,"sdf","sdf",0,"warmonger summon",,1,1,1,0,0,893,893,3,0,0,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,12,893,12,893,12,893,12,893,0,0,0,0,0,0,0,0,0,0,0,0
439,"time distortion","time",0,"(spell for D-E Queen)",,0,1310,0,0,0,150,150,3,2,100,12,20,4,0,0,0,0,0,0,0,0,0,0,0,0,87,150,120,3371,115,1304,0,0,0,0,0,0,0,0,0,0,0,0,0,0
440,"globe of darkness","globe",0,"(spell for dark-elf queen)",,0,1313,0,0,0,-999,-999,3,2,100,12,40,4,0,0,0,0,0,0,0,0,0,0,0,0,54,-9999,13,-9999,2,-5,22,-15,120,1311,115,1312,0,0,0,0,0,0,0,0
441,"shadowstrike","shado",0,"(spells for dark-elf Queen)",,0,1315,1,0,0,40,100,0,0,100,8,0,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,120,1314,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
443,"darkness hits","dark",0,"(for adamantite claymore)",,0,2562,1,0,0,0,0,3,0,100,8,30,4,0,0,0,0,0,0,0,0,0,0,0,0,13,-999,22,-10,2,-5,115,1322,0,0,0,0,0,0,0,0,0,0,0,0
444,"summon slaver leader","summ",0,"(death spell for slaver leader)",,0,66,0,0,0,365,365,3,0,100,6,0,4,0,0,0,0,0,0,0,0,0,0,0,0,12,365,144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
445,"disease","dis",0,"(bite for wererats)",,0,66,1,0,0,1,5,0,2,100,8,60,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,-5,22,-5,4,-2,115,1337,108,0,144,0,0,0,0,0,0,0
446,"plague","plag",0,"(spell for flask attack from plague-crafters)",,0,1347,1,0,0,4,10,0,0,100,11,30,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,52,0,115,1345,120,1346,108,0,144,0,34,-10,2,-5,4,-4,0,0
447,"remove bonds","remov",0,"(for diamond studded ring)",,0,1349,0,0,0,1,1,3,1,100,2,0,4,0,0,0,0,0,0,0,0,0,0,0,0,81,0,120,1348,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
448,"cross of vengeance","cross",0,"(spell for cross of vengeance)",,1,1351,1,0,15,0,0,3,1,100,1,600,4,0,2,2,0,0,0,0,0,0,0,0,0,14,200,22,5,4,2,120,1350,115,1352,27,-15,0,0,0,0,0,0,0,0
449,"arcane tome incantation","arcan",0,"(spell for arcane tome)",,0,1355,1,0,0,25,25,3,1,100,1,1200,4,0,1,0,0,0,0,0,0,0,0,0,0,145,0,120,1353,115,1354,0,0,0,0,0,0,0,0,0,0,0,0,0,0
450,"pristine scroll",,0,,,1,1357,1,1000,0,120,150,0,0,100,13,0,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,120,1356,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
451,"strain","strai",0,"(spell cast when user hurts himself on portcullis)",,0,1361,1,0,0,2,10,3,0,100,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
452,"trap lightning","trap",0,"(spell for puzzle lock)",,0,1366,1,0,0,75,150,3,0,100,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
453,"black water","black",0,"black water",,1,1370,1,0,0,5,15,3,0,100,2,0,5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,144,0,115,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0
454,"portal teleport","port",0,"(spell for dark-elf archmage portal)",,0,66,1,0,0,1042,1320,3,0,100,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,140,0,141,8,144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
455,"wounded","wound",0,"(for dying slaver)",,0,66,0,0,0,1,1,3,0,100,1,50,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
456,"summon weaponmaster","summ",0,"(for dark elf queen)",,0,66,0,0,0,342,342,3,0,100,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,12,342,144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
457,"shimmering vial","shim",0,"(cure mana)",,0,1418,0,0,0,8,20,3,0,200,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
458,"black potion","black",0,,,0,1419,0,0,0,50,150,3,0,200,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
459,"golden vial","gold",0,,,0,1420,0,0,0,250,250,3,0,200,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
460,"wooden box","wood",0,,,0,66,0,0,0,0,0,3,0,200,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,148,868,0,915,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
461,"wooden box gems","wood",0,,,0,66,0,0,0,0,0,3,0,200,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,148,869,148,869,148,869,0,0,0,0,0,0,0,0,0,0,0,0,0,0
462,"wooden box items","wood",0,,,0,66,0,0,0,0,0,3,0,200,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,148,872,148,872,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
463,"oak chest","oak",0,,,0,66,0,0,0,0,0,3,0,200,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,148,875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
464,"oak chest items","oak",0,,,0,66,0,0,0,0,0,3,0,200,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,148,876,148,876,148,876,148,876,0,0,0,0,0,0,0,0,0,0,0,0
465,"massive wooden chest items","mass",0,,,0,66,0,0,0,0,0,3,0,200,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,148,880,148,880,148,880,148,880,148,880,148,880,148,880,148,880,0,0,0,0
466,"massive wooden chest","mass",0,,,0,66,0,0,0,0,0,3,0,200,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,148,879,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
467,"silver box","silv",0,,,0,66,0,0,0,0,0,3,0,200,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,148,883,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
468,"silver box gems","silv",0,,,0,66,0,0,0,0,0,3,0,200,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,148,884,148,884,148,884,0,0,0,0,0,0,0,0,0,0,0,0,0,0
469,"silver box items","silv",0,,,0,66,0,0,0,0,0,3,0,200,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,148,887,148,887,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
470,"iron-banded chest","iron",0,,,0,66,0,0,0,0,0,3,0,200,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,148,890,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
471,"darkwood chest","dark",0,,,0,66,0,0,0,0,0,3,0,200,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,148,891,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
472,"golden box","gold",0,,,0,66,0,0,0,0,0,3,0,200,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,148,892,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
473,"golden box gems","gold",0,,,0,66,0,0,0,0,0,3,0,200,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,148,893,148,893,148,893,0,0,0,0,0,0,0,0,0,0,0,0,0,0
474,"golden box items","gold",0,,,0,66,0,0,0,0,0,3,0,200,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,148,896,148,896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
475,"steel chest","steel",0,,,0,66,0,0,0,0,0,3,0,200,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,148,899,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
476,"silverwood chest","silv",0,,,0,66,0,0,0,0,0,3,0,200,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,148,900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
477,"shock hit","shock",0,,,0,1446,1,0,100,1,3,3,0,0,8,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
478,"blast of lightning","blast",0,,,1,1447,0,0,0,1,0,3,0,100,8,0,3,0,0,0,0,1,2,3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
479,"zaps","zaps",0,,,0,1449,0,0,0,1,1,3,0,100,8,1,3,0,0,0,0,0,0,0,0,2,1,0,0,74,1,1,0,115,1448,0,0,0,0,0,0,0,0,0,0,0,0,0,0
480,"wild dog pack","wild",0,,,0,66,0,0,0,376,376,3,0,200,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,12,376,12,376,12,376,12,376,12,376,12,376,144,0,0,0,0,0,0,0
481,"warlock bandit summon","warl",0,,,0,66,0,0,0,0,0,3,0,200,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,12,378,12,378,144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
482,"bandit leader summon","band",0,,,0,66,0,0,0,0,0,3,0,200,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,12,379,12,379,144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
483,"bodyguard","body",0,,,0,66,0,0,0,382,382,3,0,200,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,12,382,12,382,144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
484,"inn rest","inn",0,,,0,66,0,0,0,100,100,3,0,200,6,11,4,0,0,0,0,0,0,0,0,0,0,0,0,123,200,144,0,115,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0
485,"swamp poison","swamp",0,,,0,1468,1,0,0,2,20,0,0,200,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,1,0,144,0,115,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0
486,"horrible curse","horr",0,"gypsy curse stage 1",,0,1470,0,0,0,0,0,3,0,200,8,20,4,0,0,0,0,0,0,0,0,0,0,0,0,151,487,144,0,115,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0
487,"gypsy withering","gyp",0,"step 2",,0,1471,0,0,0,0,0,3,0,200,1,4,4,0,0,0,0,0,0,0,0,0,0,0,0,151,488,144,0,2,-10,4,-5,115,66,0,0,0,0,0,0,0,0,0,0
488,"death curse","death",0,"gypsy curse stage 3",,0,1472,0,0,0,1000,1000,3,0,200,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
489,"summon gypsy","sum",100,,,0,66,0,0,0,0,0,3,0,100,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,12,386,12,387,12,385,144,0,0,0,0,0,0,0,0,0,0,0,0,0
