"Number","Name","Game Limit","Desc1","Desc2","Desc3","Desc4","Desc5","Desc6","Weight","Type","Uses","Cost","Cost Type","Min Hit","Max Hit","AC","DR","Weapon","Armour","Worn On","Accuracy","Gettable","Req Str","Speed","Robable","Hit Msg","Miss Msg","Read Msg","Distruct Msg","Not Droppable","Destroy On Death","Retain After Uses","OpenRunic","OpenPlatinum","OpenGold","OpenSilver","OpenCopper","Class 0","Class 1","Class 2","Class 3","Class 4","Class 5","Class 6","Class 7","Class 8","Class 9","Race 0","Race 1","Race 2","Race 3","Race 4","Race 5","Race 6","Race 7","Race 8","Race 9","Negate 0","Negate 1","Negate 2","Negate 3","Negate 4","Negate 5","Negate 6","Negate 7","Negate 8","Negate 9","Ability 0","Ability Value 0","Ability 1","Ability Value 1","Ability 2","Ability Value 2","Ability 3","Ability Value 3","Ability 4","Ability Value 4","Ability 5","Ability Value 5","Ability 6","Ability Value 6","Ability 7","Ability Value 7","Ability 8","Ability Value 8","Ability 9","Ability Value 9","Ability 10","Ability Value 10","Ability 11","Ability Value 11","Ability 12","Ability Value 12","Ability 13","Ability Value 13","Ability 14","Ability Value 14","Ability 15","Ability Value 15","Ability 16","Ability Value 16","Ability 17","Ability Value 17","Ability 18","Ability Value 18","Ability 19","Ability Value 19"
208,"shortbow",0,"This small curved bow is made out of a light, polished","wood. It is tightly strung, and has a light pull. It is","fairly effective at close range, but has not the power for","extreme range or damage. It comes with a small quiver","filled with arrows.",,50,1,-1,10,2,2,10,0,0,3,0,0,5,1,30,1300,1,789,8348,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,116,0,34,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
209,"huge darkwood club",1,"This massive club is about six feet in length, and is banded","about the hilt with a thick strap of greasy leather. It","would be nearly impossible for any normal being to wield","this, much less even pick it up!",,,600,1,-1,1000,2,10,34,20,0,1,0,0,6,1,100,3000,1,8232,8286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,2,114,10,43,318,135,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
210,"platinum ring",1,"This small, shiny platinum band is unadorned but is very","beautiful in a simple sort of way. It is perfectly round,","and isn't scratched in the slightest, which is a testament","to its maker.",,,20,0,-1,4500,2,0,0,20,0,0,0,13,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,1,70,5,36,5,88,10,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
211,"golden belt",1,"This wide belt seems to be made of golden chain links, and","is fastened with a solid platinum buckle crafted in the","shape of a coiled cobra.",,,,100,0,-1,6250,2,0,0,10,0,0,0,10,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,1,13,25,4,2,0,3,135,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
212,"ruby necklace",1,"This glittering necklace is made of a fine silver chain,","with small rubies set about it in mountings shaped like the","leaves of flowers.",,,,15,0,-1,8000,2,0,0,20,0,0,0,8,5,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,1,36,5,58,1,4,2,135,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
213,"black leather tunic",1,"This leather vest is made of a glossy black leather which","seems to absorb the surrounding light. It does not weigh","much at all, and is very flexible.",,,,400,0,-1,4000,2,0,0,160,16,0,3,11,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,1,27,10,117,5,118,2,135,15,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
214,"holy medallion",1,"This beautiful platinum medallion is exquisitely crafted","with the symbols of the gods. It seems to vibrate quietly","when you touch its smooth surface.",,,,50,0,-1,115,3,0,0,30,0,0,0,8,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,4,5,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,991,0,0,0,0,0,0,0,0,0,28,1,70,3,69,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
215,"platinum bracers",1,"These thin silver bracers would be plain if not for the","strange, swirling runes engraved along them. The metal seems","warm and strangely pliant, as if some unnatural life lurked","within.",,,300,0,-1,8000,2,0,0,15,5,0,0,6,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,1,145,15,58,4,135,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
216,"gold ring",10,"This glittering golden ring is quite large, and is studded","with opalescent black jewels.",,,,,10,0,-1,1000,2,0,0,10,0,0,0,13,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,1,70,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
217,"elven war-spear",0,"This magnificent spear has a three-foot-long shaft of pale","white wood as hard as steel. Its razor-sharp head is leaf-","shaped, and could cut a hair lengthwise. It is used by","grasping the centre of the shaft with one hand, and the butt","with the other, giving excellent maneuverability and","accuracy. This is a favourite of the elven hunters.",125,1,-1,4000,2,6,17,10,0,3,0,0,6,1,50,1550,1,8230,8287,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86,2,116,-20,135,10,28,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
218,"laen longsword",1,"The longsword is made of an unknown crystal-like substance.","You notice it gleam with power when it reflects the sun's","light.",,,,10,1,-1,999,4,15,43,10,0,2,0,0,0,1,90,2200,1,8226,8286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,135,50,98,210,28,5,116,0,114,25,43,894,0,0,0,3,0,100,0,300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
220,"vorpal sword",0,"This long, strangely-crafted sword is made out of some","unknown type of metal, which glitters like silver, but is","as dark as jet. Its blade is so sharp that even the","slightest touch with the edge could sever a finger. This","otherwordly weapon would prove deadly in battle.",,150,1,-1,7000,2,10,30,0,0,2,0,0,10,1,75,3000,1,8235,8286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,142,4,86,4,135,40,116,-30,58,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
221,"sunsword",0,"This heavy golden sword burns with a brilliant fiery light.","Its hilt is wrapped in black leather, its pommel and guards","elaborately engraved with stylized suns. The arcane power","emanating from this weapon is enormous, and it would be","impressive in battle.",,125,1,-1,5000,2,8,25,0,0,2,0,0,8,1,75,2300,1,8226,8375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,3,86,3,135,30,114,25,43,408,116,-15,14,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
222,"prismatic claymore",0,"This blade of four feet has been crafted from an alien metal","of ever-changing colours. The sword looks quite sharp and","hums with magical energy. Five gems have been fashioned into","the hilt: amber, amethyst, onyx, ruby and emerald. Each one","is marked with a small silver rune and they all seem to glow","in unison.",150,1,10,5000,2,12,31,10,0,2,3,0,0,1,90,2400,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,4,135,40,43,1187,116,0,121,10,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
223,"minor healing potion",0,"This small glass vial is filled with a shimmering red","elixir. It is closed by a simple cork stopper.",,,,,30,5,1,4,2,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,8420,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,50,28,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
224,"scroll of divine mercy",0,"This holy writ details the exact prayers and intonations","necessary to gain the power to learn this spell.",,,,,25,9,1,3000,2,0,0,50,5,0,7,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,1,42,268,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
225,"songsheet of life",0,"This parchment is inscribed with the musical knowledge to","sing the magical Song of Life.",,,,,25,9,1,60,2,0,0,170,17,0,8,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,269,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
226,"ebony greataxe",0,"This large crystalline greataxe absorbs all light like a","hole in space. It is extremely cold to the touch, and is","surrounded with a sinister aura.",,,,220,1,3,3500,2,7,23,0,0,3,0,0,3,1,80,2000,1,8231,8286,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,28,1,86,100,121,3,43,171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
227,"blackened skin-bound book",0,"This ancient tome smells rank and seems to be made of the","blackened skin of a human! Inside contains many spidery-","runed pages.",,,,50,3,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,51,42,52,42,53,42,54,42,55,42,56,42,57,42,58,42,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
228,"cracks",0,"Searching the table, you find a crack wide enough to put","your arm through. Looking inside, you see a sturdy iron","switch embedded deep within!",,,,0,3,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
241,"bas-relief image",0,"This beautifully-carved image is that of an angular, glowing","figure garbed in flowing robes. Great feathered wings spread","out majestically from its back, and its head is bowed as if","in supplication. Its androgynous face radiates a feeling of","serenity and peace.",,0,3,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
242,"brass plaque",0,"This rectangular brass plaque has been engraved thus:","  No form","  No mouth with which to speak","  Yet sings with a thousand voices","  No legs upon which to stand","  Yet runs faster than any man.",0,3,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
243,"ebony triangle",0,"This is a triangular piece of ebony so black that it almost","appears to be a rip in space. It is inverted so that it","points toward the ground. A golden sun adorns the bottom-","most point, a silvery-white crescent moon is in the top left","corner, and in the top right corner is a seven-pointed star","of blue-tinged silver.",0,3,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
244,"golden sun symbol",0,"This simply-wrought sun symbol seems to be made of a fine","yellow gold. It is not embedded in the ebony triangle, but","appears to be affixed to it somehow. Upon closer inspection,","you see that although you cannot remove it, it may be","possible to move it somehow. It occupies the southern point","of the triangle.",0,3,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
245,"silvery moon symbol",0,"This waxing crescent moon appears to be made of a white","metal, possibly platinum. It is fixed to the triangle, but","you think it may be able to be moved in some way.",,,,0,3,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
246,"seven-pointed star symbol",0,"This star is crafted out of a bluish silver, and its seven","points are evenly spaced about its perimeter. It is set in","the top right corner of the ebony triangle, and although it","is affixed there you get the impression that it is meant to","be moved.",,0,3,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
247,"stone face",0,"As you look closer, the stone face comes to life. Its eyes","flicker open, and as it opens its lips, a chilling, hollow","voice whispers the words:","         Never seen, always felt","         Without you are dead as stone.",,0,3,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
248,"minotaur statue",0,"This crudely-wrought statue easily fills the entire wall","from floor to ceiling. It depicts a hideous bull-headed","creature with the muscular torso of a man, and hairy legs","with cloven hooves. It wields a massive greataxe, and the","expression on its face is one of sadistic joy. You notice","some words scratched into the floor next to the statue.",9000,3,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
249,"statue's stone greataxe",0,"This massive axe is huge even for a two-handed weapon. It","has a single massive blade, and looks like the axes","executioners use to remove their victims' heads from their","necks. It appears that there is a joint at the base of the","greataxe's handle, where it is gripped by the statue,","allowing it to be moved somewhat.",0,3,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
250,"statue's horned head",0,"Long and terrible horns jut out from either side of the","minotaur statue's head. Looking closer, you notice they are","both jointed at their bases. Your curiosity aroused, you","inspect the head thoroughly and find some other mysterious","discoveries -- both the statue's eyes and nose ring appear","to have been set in after the creation of the statue.",0,3,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
251,"statue's eyes",0,"The minotaur's eyes are much more skillfully crafted than","the rest of the statue, and appear to have been set in after","the main statue body was created. They reflect what looks","like an attitude of utter fearlessness and ferocity, and you","shudder when you think that the real beast must truly exist.","At any rate, since they are separate, they might be moved.",0,3,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
252,"words scratched into floor",0,"There are but a few straggling characters scratched into the","floor here, and due to their shaky hand you presume that","they were written in haste. Apparently parts have been","worn out with the passage of time. They read: ""Do n#t push","th# le## ey#! #or#, ##e, h###, #### is th# #ay thr##gh.""","There appears to be more, but much is scratched out.",0,3,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
253,"statue's nose ring",0,"This is a simple stone hoop set through the nostrils of the","statue's nose. It appears to be able to move freely, and","the construction of the whole face indicates to you that","this statue is not all that it seems.",,,0,3,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
254,"bone staircase",0,"This disturbing stair is seemingly comprised of hundreds of","bleached bones. There are bones of all types of creatures","here, including many odd, alien ones that must have come","from beasts you have never heard of. You cannot tell what","holds the staircase together, as its bewilderingly rickety","shape defies most natural laws of construction.",0,3,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
255,"iron door",0,"This massive iron door must be at least twelve feet in","height, and six feet across. It is heavily riveted and","reinforced, and although you cannot possibly know how thick","it is, you surmise it would be nearly impossible to batter","down. A black hole about an inch in diameter is located on","the right edge of the door.",0,3,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
256,"wooden table",0,"This is a fairly ordinary oaken table, about six feet by","four feet in size. It has four stumps as legs, and stands","three feet off of the ground.",,,,0,3,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
257,"stone shelves",0,"These crude stone shelves have been carved out of the wall","by the use of some sharp, heavy instrument. Placed on these","shelves is a variety of disgusting objects, ranging from","a pile of rancid scalps to a jar full of fingerbones. Dead","bats and reptiles also occupy space here.",,0,3,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
258,"bone-handled headcutter",5,"This is a massive, double-handed axe with a shaft made out","of the petrified bone of some unknown creature. Its blade is","huge and heavy, and its single edge appears to be razor-","sharp.",,,225,1,-1,3750,2,7,30,20,0,3,0,0,5,1,80,2200,1,8231,8286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,142,1,86,100,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
259,"ruby key",0,"This is a large silver key, with an eye-sized ruby set in","the handle. It is set upon a thick leather thong.",,,,,5,7,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1398,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
264,"serpent staff",0,"This long, twisted mahogany staff is carved in the form of a","slender snake. Small glittering emeralds in its eyes glow","with an inner fire, and it is warm to the touch.",,,,125,1,-1,25,3,10,30,10,0,1,0,0,5,1,60,3000,1,8414,8415,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,3,86,3,135,30,59,12,59,5,59,15,114,25,43,409,43,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
265,"golden broadsword",3,"This long, leaf-bladed broadsword shines with a mirrorlike","golden finish. Its crossguard is fashioned to look like a","pair of spreading wings, and the pommel is a bird's claw","clutching an amber stone. A strange, stylized five-pointed","star is etched into the blade near its base.",,120,1,-1,200,3,5,15,10,0,2,0,0,10,1,50,1500,1,8226,8286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,1,86,100,116,-5,13,50,114,5,43,411,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
266,"golden breastplate",3,"This elegant golden breastplate has been crafted to look","like a muscled torso, the model of which must have been","impressive indeed. It is polished well enough that you can","clearly see your reflection in its surface, and is","surprisingly light for its size.",,800,0,-1,2500,2,0,0,210,70,0,9,11,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,1,27,-8,34,-9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
267,"rosewood staff",3,"This long, straight staff is quite slender and looks as if","you could snap it in two, but in actuality cannot even be","bent in the slightest. It is plain and unadorned, with the","exception of small runes encircling the top and bottom ends.",,,100,1,-1,5000,2,3,12,50,0,1,0,0,3,1,30,1300,1,8237,8289,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,1,59,12,86,100,70,5,69,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
268,"shimmering white robes",3,"These extremely plain and unadorned robes seem to made out","of plain cotton, but there is definitely something special","about them that you just can't put your finger on. They are","soft and comfortable, and their mere touch soothes you. Holy","symbols are worked into the hem with a simple stitch.",,120,0,-1,50,3,0,0,120,0,0,1,11,5,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,1,70,3,69,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
269,"cure poison potion",0,"This small metal flask is stopped up with a cork. Opening","it up, you see a thick violet liquid sloshing about. It","smells like sour berries, but none like you have ever","smelled before.",,,30,5,1,15,2,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,8420,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,112,28,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
271,"bulletin",0,,,,,,,0,3,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,853,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
