"Number","Name","Group","Index","Weapon Number","AC","DR","Follow","MR","Experience","Hit Points","HP Regen","Energy","Game Limit","Charm LvL","Charm RES","BS Defense","Active","Type","Undead","Alignment","Gender","Regen Time","Date Killed","Time Killed","Runic","Platinum","Gold","Silver","Copper","Move Msg","Death Msg","Greet Txt","Desc Txt","Talk Txt","Death Spell","Create Spell","Desc 1","Desc 2","Desc 3","Desc 4","Attack Type 0","Attack Accu/Spell 0","Attack % 0","Attack Min Hit/Cast % 0","Attack Max Hit/Cast LVL 0","Attack Hit Msg 0","Attack Dodge Msg 0","Attack Miss Msg 0","Attack Energy 0","Attack Hit Spell 0","Spell Number 0","Spell Cast % 0","Spell Cast LVL 0","Attack Type 1","Attack Accu/Spell 1","Attack % 1","Attack Min Hit/Cast % 1","Attack Max Hit/Cast LVL 1","Attack Hit Msg 1","Attack Dodge Msg 1","Attack Miss Msg 1","Attack Energy 1","Attack Hit Spell 1","Spell Number 1","Spell Cast % 1","Spell Cast LVL 1","Attack Type 2","Attack Accu/Spell 2","Attack % 2","Attack Min Hit/Cast % 2","Attack Max Hit/Cast LVL 2","Attack Hit Msg 2","Attack Dodge Msg 2","Attack Miss Msg 2","Attack Energy 2","Attack Hit Spell 2","Spell Number 2","Spell Cast % 2","Spell Cast LVL 2","Attack Type 3","Attack Accu/Spell 3","Attack % 3","Attack Min Hit/Cast % 3","Attack Max Hit/Cast LVL 3","Attack Hit Msg 3","Attack Dodge Msg 3","Attack Miss Msg 3","Attack Energy 3","Attack Hit Spell 3","Spell Number 3","Spell Cast % 3","Spell Cast LVL 3","Attack Type 4","Attack Accu/Spell 4","Attack % 4","Attack Min Hit/Cast % 4","Attack Max Hit/Cast LVL 4","Attack Hit Msg 4","Attack Dodge Msg 4","Attack Miss Msg 4","Attack Energy 4","Attack Hit Spell 4","Spell Number 4","Spell Cast % 4","Spell Cast LVL 4","Item Number 0","Item Uses 0","Item Drop % 0","Item Number 1","Item Uses 1","Item Drop % 1","Item Number 2","Item Uses 2","Item Drop % 2","Item Number 3","Item Uses 3","Item Drop % 3","Item Number 4","Item Uses 4","Item Drop % 4","Item Number 5","Item Uses 5","Item Drop % 5","Item Number 6","Item Uses 6","Item Drop % 6","Item Number 7","Item Uses 7","Item Drop % 7","Item Number 8","Item Uses 8","Item Drop % 8","Item Number 9","Item Uses 9","Item Drop % 9","Ability 0","Ability Value 0","Ability 1","Ability Value 1","Ability 2","Ability Value 2","Ability 3","Ability Value 3","Ability 4","Ability Value 4","Ability 5","Ability Value 5","Ability 6","Ability Value 6","Ability 7","Ability Value 7","Ability 8","Ability Value 8","Ability 9","Ability Value 9"
367,"Marquis de Bassi",2,100,0,5,5,100,-10,5.00,1000,9999,0,1,0,0,0,0,3,0,4,1,0,0,0,0,0,0,0,0,66,1,4439,0,0,0,0,"The Marquis de Bassi is an average height man with long dirty-blonde","hair and a full red-blonde beard. Dressed in luxurious robes of jade,","he has a single silver earring in his left ear and pair of of thin","spectecals perched on his nose. He stares at you arrogantly.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,139,999,28,999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
368,"feline prisoner",2,0,1084,0,0,100,90,0.00,9999,9999,1000,1,9999,9999,20,0,3,0,0,1,12,0,0,0,0,0,0,0,66,3147,4044,0,0,0,0,"Wearing only unwashed, tattered travelers clothes. this man is like","none you have seen before. Resembling a bipedal lion, his feline eyes","are wide-eyed, darting in lunacy. He looks near death, yet grasps","something wrapped in cloth closely. He huddles here, watching you.",1,120,60,8,29,39,8297,8310,200,0,77,20,40,1,120,80,32,110,48,8297,8310,200,0,66,40,40,2,122,95,100,40,1,1,1,1000,0,853,60,40,1,400,100,130,280,477,8297,8310,1000,0,160,80,40,0,0,0,0,0,0,0,0,0,0,0,0,0,1084,-1,1,1529,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
369,"fallen angel",22,0,218,75,7,80,90,3000000.00,1700,600,1000,1,9999,9999,25,0,3,0,2,0,3,0,0,0,10,0,0,0,66,1358,835,0,837,0,0,"This tall, fearsome creature is the spiteful, burning remnant of a","once-beautiful angel. Twisted and misformed by its unfathomable hate,","it flies about on hooked wings the colour of soot, and wields a","spectral glass blade that burns with unholy intensity.",1,170,70,25,60,1358,8297,8310,200,894,430,10,30,0,0,0,0,0,1,1,1,0,0,440,20,30,1,170,85,50,240,48,8297,8310,200,0,1025,30,30,1,250,90,150,400,3176,8297,8310,1000,60,309,45,30,2,211,100,100,40,1,1,1,1000,0,391,65,30,952,1,100,218,-1,5,327,1,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,99,34,50,57,99,28,4,139,40,0,0,0,0,0,0,0,0,0,0
370,"Timelord",22,9999,0,100,9999,0,9989,0.00,9999,9999,0,1,9999,9999,100,0,3,0,4,1,0,0,0,0,0,0,0,0,66,66,859,0,0,0,0,"The entity emits the most powerful energy you have ever felt. He","exists more as a spiritual entity rather then a physical one, and","appears as a semi-transparent figure of vaguely humanoid form-- his","true features cannot be distinguished.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,139,99,21,99,28,99,57,0,0,0,0,0,0,0,0,0,0,0,0,0
371,"crimson high priest",32,0,80,55,4,100,90,192000.00,1000,120,1000,1,999,999,0,0,1,0,2,1,2,0,0,0,3,0,0,0,8317,3133,4023,0,0,0,0,"Garbed in vile robes drenched with the blood of many innocences, this","ancient man wears a hideous mask, giving him even more of an evil","appearance. Raising a skull sceptre, he points a hand at you,","preparing to make you his next sacrifice",1,105,25,4,20,2198,8297,8310,250,0,853,25,40,1,95,45,4,20,2196,8297,8310,250,408,73,45,40,2,211,100,100,40,1305,8297,8310,1000,0,125,65,40,0,0,0,0,0,0,0,0,0,0,1198,75,40,0,0,0,0,0,0,0,0,0,0,0,0,0,561,-1,15,1638,-1,11,1640,-1,20,1989,1,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,139,20,28,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
372,"Devil Fiend Malivek",27,21,325,65,10,100,120,5400000.00,4500,1500,1000,1,9999,9999,0,0,0,0,2,0,7,0,0,0,10,100,0,0,3368,495,90,0,0,751,0,"A great demonic beast, it is guarded by two large cruel wings of","black. Thick reddish hide glow with a dark aura of fire and its","pupiless eyes show unending torture and pain. In one hand it carries","a sword of pure flame, and the other a wickedly barbed whip.",1,210,20,18,55,39,8297,8310,125,408,264,10,40,1,210,40,10,45,309,8297,8310,125,953,256,20,40,2,1247,50,100,40,1,1,1,1000,0,992,40,40,2,1214,75,100,50,1,1,1,1000,0,1025,70,40,1,210,100,60,200,48,8297,8310,125,0,164,100,40,325,1,10,1248,-1,10,1352,1,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,50,5,200,28,5,57,0,139,35,0,0,0,0,0,0,0,0,0,0
373,"shard creature",24,1,0,45,5,80,50,725.00,180,18,1000,0,25,60,0,0,2,0,5,0,0,0,0,0,0,0,0,0,733,1445,902,2002,0,0,0,"This hideous creature has a long, wormlike body that glitters with","a metallic sheen. Heavy armour plates around its head protect a","cluster of opalescent, multifaceted eyes. Around its head, a ring of","barbed tentacles waver about threateningly.",1,85,75,1,10,1445,8326,8327,333,477,479,10,15,2,478,100,100,10,728,8307,8294,1000,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
374,"metallic monstrosity",24,100,0,65,10,95,60,225000.00,1000,10,1000,1,999,999,0,0,1,0,5,0,3,0,0,0,0,0,0,0,66,1450,903,0,0,0,0,"This massive, armour-plated beast closely ressembles the other,","smaller creatures in these tunnels. Scythe-like jaws, fifteen-foot","long tentacles and intimidating size set it apart from the rest, as","well as gleam of what might be intelligence in its eyes.",1,105,75,6,30,1450,8326,8327,250,477,479,25,20,2,478,100,100,30,728,8307,8294,1000,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,917,-1,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,139,5,57,0,21,0,66,100,28,3,0,0,0,0,0,0,0,0,0,0
375,"aurumvorax",24,100,0,60,5,90,65,22500.00,500,50,1000,1,999,86,0,0,0,0,5,0,4,0,0,0,0,0,0,0,1455,1456,905,2001,0,0,0,"This strange creature greatly ressembles a large badger, but has","eight legs and has a beautiful golden pelt. Its small silver eyes","peer out with a suprising ferocity, and it moves quickly to the","attack!",1,120,90,4,16,1456,8308,8295,125,0,0,0,0,1,155,100,20,80,27,8308,8294,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,920,-1,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,5,50,28,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
376,"wild dog",24,2,0,30,0,35,42,75.00,35,4,1000,0,10,45,0,0,2,0,5,0,0,0,0,0,0,0,0,0,8351,8352,28,2001,0,0,0,"This filthy dog reeks quite badly, and shakes as if having a seizure.","It has a crazy look in its eyes, and foams profusely at the mouth.",,,1,55,100,3,10,8352,8306,8293,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
377,"wild dog",24,2,0,35,1,75,45,140.00,65,7,1000,1,20,70,0,0,1,0,5,0,1,0,0,0,0,0,0,0,8351,8352,28,2001,0,0,480,"This massive creature appears to be more wolf than dog... its black","eyes glare at you maliciously from beneath its shaggy brow, and its","red tongue lolls out in a parody of a grin.",,1,75,100,3,12,8352,8306,8293,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78,0,146,376,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
378,"bandit",24,5,65,20,1,50,44,125.00,55,6,1000,0,14,60,0,0,2,0,2,1,0,0,0,0,0,1,12,0,8349,8350,31,2000,0,0,0,"This sleazy-looking brigand wears studded leather armour, and wields","a broadsword as if he knows how to use it. He eyes you shiftily and","approaches with a sneer.",,1,75,100,3,12,8350,8297,8310,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
379,"warlock bandit",24,6,64,20,1,50,44,125.00,60,6,1000,0,14,60,0,0,2,0,2,1,0,0,0,0,0,1,12,0,8349,8350,31,2000,0,0,481,"This sleazy-looking brigand wears rigid leather armour, and wields","a longsword with competence. Waving free hand in arcane gestures, he","advances!",,1,70,50,3,12,8350,8297,8310,1000,0,7,20,3,2,1,100,60,1,1,1,1,1000,0,129,40,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,146,378,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
380,"bandit leader",24,7,80,40,2,80,48,275.00,100,10,1000,3,25,80,0,0,1,0,2,1,1,0,0,0,0,6,0,0,66,1457,31,2000,0,0,482,"Cheap jewelry adorns the ugly form of this tall, well-built man. He","wears a gaudy chain shirt over normal leathers, and carries a curved","bastard sword as a weapon. He sneers contemptuously at anyone he","encounters.",1,80,100,4,18,1457,8297,8310,666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,146,379,0,379,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
381,"dwarven merchant",24,3,868,50,4,80,60,1500.00,225,22,1000,1,999,999,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1462,1463,907,2003,0,0,483,"This squat, broad figure is perhaps the most ludicrous sight you","could wish to see. Perched on his back is a backpack at least the","same size as he is! The dwarf wears fine robes, underneath which the","glint of chainmail can be seen, and at his side is a broad axe.",1,65,100,4,18,1463,8297,8310,333,0,0,0,0,0,0,0,0,0,8464,8297,8310,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,10,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,146,382,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
382,"bodyguard",24,100,868,55,4,80,65,2600.00,275,28,1000,2,999,999,0,0,2,0,0,1,0,0,0,0,0,0,0,0,1462,1464,916,2003,0,0,0,"This powerfully-build dwarf wears heavy mail and wields a broad axe.","He says nothing, but appears constantly on guard for any threat to","his master.",,1,65,100,4,18,1463,8297,8310,250,0,0,0,0,0,0,0,0,0,8464,8297,8310,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,10,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,382,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
383,"wandering cleric",24,4,872,60,4,75,75,4000.00,550,65,1000,1,999,999,0,0,0,0,3,2,1,0,0,0,0,25,0,0,1465,1466,918,2003,0,0,0,"This tall, noble-looking woman is garbed in fine chainmail armour.","A long warhammer hangs by her side, and draped over her armour is","a tabard with a strange crest of four symbols: a torch, a sword, a","bolt of lightning and a tear.",1,100,70,6,22,1466,8297,8310,200,0,77,25,30,1,100,80,24,90,457,8297,8310,200,0,66,50,30,2,267,100,100,40,18,1,1,1000,0,61,75,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,418,-1,1,857,-1,1,872,-1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,139,10,28,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
384,"Orfeo Talespinner",2,1000,1530,100,0,0,190,0.00,9999,9999,1000,1,999,999,0,0,3,0,0,1,1,0,0,0,0,0,0,0,66,1467,929,0,0,0,0,"Before you stands one of the heroes of old! Ancient indeed is Orfeo","of the Host of Light, who banished the Dark One to his prison in the","days of yore. Retired now (but no less powerful), he is content to","play music on his lute in his inn.",1,200,80,15,70,1467,8297,8310,200,411,0,0,0,1,200,100,30,280,8464,8297,8310,200,411,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,10,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,1,34,100,139,25,21,100,178,0,0,0,0,0,0,0,0,0,0,0
385,"old gypsy woman",24,100,0,80,1,0,190,0.00,200,20,1000,1,999,9999,100,0,3,0,0,2,1,0,0,0,0,0,0,0,66,66,931,0,0,0,489,"It is a wonder this ancient woman is still alive. She seems older","than stone. A strange aura of otherwordly power surrounds her, and","a feeling that she sees beyond the normal world fills you. She would","make a powerful enemy.",2,288,100,100,40,8318,8297,8310,1000,0,486,100,100,0,0,0,0,0,20,1,1,0,0,937,100,100,0,0,0,0,0,17,1,1,0,0,938,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,0,21,0,146,386,0,387,0,0,0,0,0,0,0,0,0,0,0,0
386,"old gypsy man",24,100,72,55,4,80,65,260.00,275,28,1000,1,999,999,0,0,3,0,0,1,0,0,0,0,0,0,0,0,66,1473,950,0,0,0,489,"Despite the fact that he appears ancient as the world, this tall,","well-dressed man is spry and strongly built. He has a crafty gleam","in his eye, and his hands never stray far from the scimitars hanging","from his belt.",1,45,100,4,18,1473,8297,8310,250,0,0,0,0,0,0,0,0,0,8464,8297,8310,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,10,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,146,387,0,387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
387,"young gypsy",24,100,926,55,4,80,65,260.00,275,28,1000,1,999,999,0,0,3,0,0,1,0,0,0,0,0,0,0,0,66,1474,952,0,0,0,489,"This tall, handsome gypsy lad has flashing blue eyes and coal black","hair. His effect of his brilliant smile is matched only by the speed","at which he twirls about the knife in his hand.",,1,90,100,4,18,1474,8297,8310,250,0,0,0,0,0,0,0,0,0,8464,8297,8310,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,10,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,385,0,386,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
388,"catoblepas",24,11,0,55,5,25,70,5000.00,275,35,1000,1,999,999,0,0,0,0,3,0,10,0,0,0,0,0,0,0,685,1494,957,2002,0,0,0,"This ugly beast ressembles a fat, misshapen buffalo, with short","stumpy legs and a long neck. It has a snakelike tail topped with a","knobbly bone ball, and a large head on the end of its neck that","droops down under its own weight. Its red bloodshot eyes glow softly.",1,120,100,10,40,1494,8309,8296,1000,128,504,10,20,0,0,0,0,0,689,690,691,0,0,0,0,0,0,0,0,0,0,689,690,691,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1080,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78,0,21,0,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
389,"swamp leech",24,8,0,25,1,75,46,175.00,60,6,1000,0,16,72,0,0,2,0,5,0,0,0,0,0,0,0,0,0,1496,1497,23,2002,0,0,0,"This two-foot-long horror is a massive version of the common blood-","sucking leech. Black and slimy, it fastens onto its target with its","sharp, sucker-like mouth and tears the skin to feed on blood.",,1,95,100,1,6,1497,8306,8294,333,505,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
390,"crocodile",24,9,0,38,3,80,48,275.00,100,10,1000,0,18,72,0,0,0,0,5,0,0,0,0,0,0,0,0,0,66,1498,23,2001,0,0,0,"This terror of the swamp sports tough, natural armour plating, and","a long snout filled with vicious teeth. A powerful killer, the","crocodile lurks in wait for its prey, then strikes with great speed.",,1,95,100,4,20,1498,8306,8293,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1268,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
391,"giant crocodile",24,10,0,50,4,85,60,1500.00,225,23,1000,0,30,79,0,0,1,0,5,0,0,0,0,0,0,0,0,0,66,1498,23,0,0,0,0,"This huge creature is at least twice the size of a normal crocodile.","It sports massive jaws that could snap someone in half, or swallow","them whole.",,1,105,100,10,50,1498,8306,8293,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1268,-1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
392,"swamp troll",24,11,0,30,1,80,54,650.00,180,180,1000,0,25,75,0,0,1,0,2,0,0,0,0,0,0,0,0,0,8574,8572,119,2000,0,507,0,"This hideous beast looks like something out of your worst nightmare.","It is a humanoid monstrosity, a perversion of nature verified by its","foot-long claws and serrated teeth. Red eyes peer at you from a thin,","grey-skinned face, and it flexes its ropy muscles in preparation.",1,100,75,4,22,8572,8308,8295,500,0,0,0,0,1,110,100,10,40,8573,8312,8301,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,-75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
393,"giant two-headed troll",24,100,0,50,2,90,70,412500.00,1200,400,1000,1,9999,9999,0,0,1,0,2,0,3,0,0,0,0,0,0,0,66,1500,119,0,0,576,0,"This huge, mutated troll is jet black and stand at least fifteen feet","tall. Its long, gangly arms end in huge hands with sword-like claws,","and its two head glare evilly about. Clutched in one hand is a mass","of black wiry roots, which it nibbles on periodically.",1,105,75,8,40,1500,8308,8295,250,0,0,0,0,1,130,100,15,80,8573,8312,8301,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,908,1,25,909,1,15,0,0,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,-50,139,20,28,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
394,"huge black dragon",24,100,0,70,30,80,90,3000000.00,2700,250,1000,1,9999,9999,25,0,0,0,2,2,90,0,0,0,0,0,0,0,2599,1501,963,0,0,0,0,"This large reptilian creature is about fifty feet long, and is","covered in shiny black scales. Her wingspan is easily twice her","length, and her teeth and claws could easy rip someone in two with a","single swipe. The dragon appears fully grown, and quite deadly.",1,130,30,20,80,1501,518,519,300,0,440,20,40,1,160,50,33,130,520,521,522,600,0,1255,30,40,1,120,70,40,150,523,524,525,400,0,0,0,0,2,509,100,100,50,1,1,1,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,911,1,50,913,1,50,909,1,100,1277,-1,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,4,139,20,57,0,21,0,147,200,0,0,0,0,0,0,0,0,0,0
395,"dwarven guard",24,13,868,55,4,80,65,260.00,275,28,1000,8,999,90,0,0,1,0,0,1,0,0,0,0,0,10,0,0,1462,1505,965,2003,0,0,0,"This powerfully-build dwarf wears heavy mail and wields a broad axe.","From beneath his iron helmet his dark eyes peer out watchfully.","Skilled and powerful warriors, the dwarven folk of Khazarad are not","to be made enemies of lightly.",1,130,100,4,18,1463,8297,8310,250,0,510,20,25,0,0,0,0,0,8464,8297,8310,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,10,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,396,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
396,"dwarven guard",37,9999,868,55,4,90,65,260.00,275,28,1000,0,999,90,0,0,1,0,4,1,0,0,0,0,0,10,0,0,1462,1505,965,2003,0,0,0,"This powerfully-build dwarf wears heavy mail and wields a broad axe.","From beneath his iron helmet his dark eyes peer out watchfully.","Skilled and powerful warriors, the dwarven folk of Khazarad are not","to be made enemies of lightly.",1,130,100,4,18,1463,8297,8310,250,0,510,20,25,0,0,0,0,0,8464,8297,8310,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,10,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,146,395,0,396,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
397,"gnome villager",24,14,67,40,2,50,45,200.00,120,12,1000,10,50,80,0,0,2,0,0,1,0,0,0,0,0,5,0,0,1506,1507,967,2003,0,0,0,"This gnarled gnome walks about on daily errands, whistling a little","tune. Garbed in leather clothing and armed with a belted shortsword,","the gnome appears ready for a fight should it arise.",,1,51,100,3,12,1507,8297,8310,500,0,510,25,25,0,0,0,0,0,8464,8297,8310,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,10,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,146,396,0,396,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
